Population_2020,Population_2015,Population_2010,Population_2005,Area_Codes,Name(Japanese),Merged,Established after 2005,prefecture_romaji,latitude,longitude
162570.0,169429.0,173772.0,178955.0,35202.0,宇部市,0,0,Yamaguchi Ken,33.95,131.2333333333
255051.0,268517.0,280947.0,290693.0,35201.0,下関市,0,0,Yamaguchi Ken,33.95,130.9333333333
8250.0,9217.0,10350.0,11590.0,34545.0,神石高原町,0,0,Hiroshima Ken,34.7,133.2333333333
0.0,0.0,0.0,40578.0,34501.0,神辺町,1,0,Hiroshima Ken,34.54633,133.374
15125.0,16337.0,17549.0,18866.0,34462.0,世羅町,0,0,Hiroshima Ken,34.5833333333,133.05
7158.0,7992.0,8448.0,9236.0,34431.0,大崎上島町,0,0,Hiroshima Ken,34.2666666667,132.9
0.0,0.0,0.0,9062.0,34430.0,瀬戸田町,1,0,Hiroshima Ken,34.304778,133.085083
17763.0,18918.0,19969.0,20857.0,34369.0,北広島町,0,0,Hiroshima Ken,34.6666666667,132.5333333333
5740.0,6472.0,7255.0,8238.0,34368.0,安芸太田町,0,0,Hiroshima Ken,34.5666666667,132.2166666667
0.0,0.0,0.0,1944.0,34327.0,宮島町,1,0,Hiroshima Ken,34.29907,132.32186
0.0,0.0,0.0,26442.0,34323.0,大野町,1,0,Hiroshima Ken,34.28636,132.27547
12582.0,12747.0,13262.0,12399.0,34309.0,坂町,0,0,Hiroshima Ken,34.3333333333,132.5
22834.0,23755.0,24533.0,25103.0,34307.0,熊野町,0,0,Hiroshima Ken,34.3333333333,132.5833333333
29636.0,28667.0,28475.0,29137.0,34304.0,海田町,0,0,Hiroshima Ken,34.3666666667,132.5333333333
51155.0,51053.0,50442.0,50732.0,34302.0,府中町,0,0,Hiroshima Ken,34.3833333333,132.5
21930.0,24339.0,27031.0,29939.0,34215.0,江田島市,0,0,Hiroshima Ken,34.2166666667,132.4333333333
26448.0,29488.0,31487.0,33096.0,34214.0,安芸高田市,0,0,Hiroshima Ken,34.65,132.7
114173.0,114906.0,114038.0,87144.0,34213.0,廿日市市,0,0,Hiroshima Ken,34.3333333333,132.3166666667
196608.0,192907.0,190135.0,184430.0,34212.0,東広島市,0,0,Hiroshima Ken,34.4166666667,132.7333333333
26319.0,27865.0,28836.0,30279.0,34211.0,大竹市,0,0,Hiroshima Ken,34.2333333333,132.2166666667
33633.0,37000.0,40244.0,43149.0,34210.0,庄原市,0,0,Hiroshima Ken,34.85,133.0166666667
50681.0,53615.0,56605.0,59314.0,34209.0,三次市,0,0,Hiroshima Ken,34.8,132.85
37655.0,40069.0,42563.0,45188.0,34208.0,府中市,0,0,Hiroshima Ken,34.565,133.241944
460930.0,464811.0,461357.0,418509.0,34207.0,福山市,0,0,Hiroshima Ken,34.4833333333,133.35
0.0,0.0,0.0,26677.0,34206.0,因島市,1,0,Hiroshima Ken,34.29458,133.16925
131170.0,138626.0,145202.0,114486.0,34205.0,尾道市,0,0,Hiroshima Ken,34.4,133.2
90573.0,96194.0,100509.0,104196.0,34204.0,三原市,0,0,Hiroshima Ken,34.3833333333,133.0666666667
23993.0,26426.0,28644.0,30657.0,34203.0,竹原市,0,0,Hiroshima Ken,34.3333333333,132.9
214592.0,228552.0,239973.0,251003.0,34202.0,呉市,0,0,Hiroshima Ken,34.2333333333,132.55
1200754.0,1194034.0,1173843.0,1154391.0,34100.0,広島市,0,0,Hiroshima Ken,34.3833333333,132.45
10886.0,11950.0,13033.0,14040.0,33681.0,吉備中央町,0,0,Okayama Ken,34.85,133.6833333333
13053.0,14432.0,15642.0,16577.0,33666.0,美咲町,0,0,Okayama Ken,34.9833333333,133.95
4530.0,4907.0,5296.0,5690.0,33663.0,久米南町,0,0,Okayama Ken,34.9166666667,133.95
1398.0,1472.0,1520.0,1684.0,33643.0,西粟倉村,0,0,Okayama Ken,35.1666666667,134.3333333333
5578.0,5906.0,6085.0,6475.0,33623.0,奈義町,0,0,Okayama Ken,35.1166666667,134.1666666667
10888.0,11125.0,11195.0,11263.0,33622.0,勝央町,0,0,Okayama Ken,35.0333333333,134.1
12062.0,12847.0,13580.0,14059.0,33606.0,鏡野町,0,0,Okayama Ken,35.0833333333,133.9166666667
813.0,866.0,957.0,1019.0,33586.0,新庄村,0,0,Okayama Ken,35.1666666667,133.5666666667
13414.0,14201.0,15092.0,15713.0,33461.0,矢掛町,0,0,Okayama Ken,34.6166666667,133.5833333333
10950.0,10929.0,10916.0,10823.0,33445.0,里庄町,0,0,Okayama Ken,34.5,133.55
0.0,0.0,0.0,6511.0,33444.0,寄島町,1,0,Okayama Ken,34.483339,133.588767
0.0,0.0,0.0,18475.0,33443.0,鴨方町,1,0,Okayama Ken,34.52783,133.58492
0.0,0.0,0.0,12341.0,33442.0,金光町,1,0,Okayama Ken,34.54306,133.62458
12368.0,12154.0,12214.0,11921.0,33423.0,早島町,0,0,Okayama Ken,34.6,133.8166666667
13623.0,14412.0,15362.0,12249.0,33346.0,和気町,0,0,Okayama Ken,34.8,134.15
0.0,0.0,0.0,3931.0,33345.0,佐伯町,1,0,Okayama Ken,34.84972,134.09789
0.0,0.0,0.0,14902.0,33321.0,瀬戸町,1,0,Okayama Ken,34.733889,134.039028
0.0,0.0,0.0,6524.0,33303.0,建部町,1,0,Okayama Ken,34.869278,133.90375
32772.0,34235.0,36114.0,0.0,33216.0,浅口市,0,1,Okayama Ken,34.5166666667,133.5833333333
25939.0,27977.0,30498.0,32479.0,33215.0,美作市,0,0,Okayama Ken,35.0,134.1333333333
42725.0,46124.0,48964.0,51782.0,33214.0,真庭市,0,0,Okayama Ken,35.0833333333,133.6833333333
42661.0,43214.0,43458.0,43913.0,33213.0,赤磐市,0,0,Okayama Ken,34.75,134.0166666667
36048.0,36975.0,37852.0,39081.0,33212.0,瀬戸内市,0,0,Okayama Ken,34.65,134.0833333333
32320.0,35179.0,37839.0,40241.0,33211.0,備前市,0,0,Okayama Ken,34.7333333333,134.1833333333
28079.0,30658.0,33870.0,36073.0,33210.0,新見市,0,0,Okayama Ken,34.9666666667,133.4666666667
29072.0,32075.0,34963.0,38799.0,33209.0,高梁市,0,0,Okayama Ken,34.7833333333,133.6166666667
69030.0,66855.0,66201.0,66584.0,33208.0,総社市,0,0,Okayama Ken,34.6666666667,133.7333333333
38384.0,41390.0,43927.0,45104.0,33207.0,井原市,0,0,Okayama Ken,34.5833333333,133.45
46088.0,50568.0,54225.0,57272.0,33205.0,笠岡市,0,0,Okayama Ken,34.5,133.5
56531.0,60736.0,64588.0,67047.0,33204.0,玉野市,0,0,Okayama Ken,34.4833333333,133.9333333333
99937.0,103746.0,106788.0,110569.0,33203.0,津山市,0,0,Okayama Ken,35.0666666667,134.0
474592.0,477118.0,475513.0,469377.0,33202.0,倉敷市,0,0,Okayama Ken,34.5833333333,133.7666666667
724691.0,719474.0,709584.0,674746.0,33100.0,岡山市,0,0,Okayama Ken,34.65,133.9166666667
13433.0,14608.0,15521.0,16904.0,32528.0,隠岐の島町,0,0,Shimane Ken,36.2,133.3166666667
634.0,615.0,657.0,725.0,32527.0,知夫村,0,0,Shimane Ken,36.0,133.0333333333
2788.0,3027.0,3136.0,3486.0,32526.0,西ノ島町,0,0,Shimane Ken,36.0833333333,132.9833333333
2267.0,2353.0,2374.0,2581.0,32525.0,海士町,0,0,Shimane Ken,36.0833333333,133.0833333333
6077.0,6374.0,6810.0,7362.0,32505.0,吉賀町,0,0,Shimane Ken,34.35,131.9333333333
6875.0,7653.0,8427.0,9515.0,32501.0,津和野町,0,0,Shimane Ken,34.5333333333,131.8333333333
10163.0,11101.0,11959.0,12944.0,32449.0,邑南町,0,0,Shimane Ken,34.8833333333,132.4333333333
4355.0,4900.0,5351.0,5911.0,32448.0,美郷町,0,0,Shimane Ken,35.07658,132.59058
3248.0,3442.0,3900.0,4324.0,32441.0,川本町,0,0,Shimane Ken,34.99519,132.49586
0.0,0.0,27689.0,27444.0,32401.0,斐川町,1,0,Shimane Ken,35.39286,132.84319
4577.0,5031.0,5534.0,5979.0,32386.0,飯南町,0,0,Shimane Ken,35.0,132.7
11849.0,13063.0,14456.0,15812.0,32343.0,奥出雲町,0,0,Shimane Ken,35.1833333333,133.0
0.0,0.0,14355.0,14193.0,32304.0,東出雲町,1,0,Shimane Ken,35.42975,133.15211
36007.0,39032.0,41917.0,44403.0,32209.0,雲南市,0,0,Shimane Ken,35.2833333333,132.9
22959.0,24468.0,25697.0,27774.0,32207.0,江津市,0,0,Shimane Ken,35.0,132.2166666667
37062.0,39528.0,41836.0,43839.0,32206.0,安来市,0,0,Shimane Ken,35.4166666667,133.25
32846.0,35166.0,37996.0,40703.0,32205.0,大田市,0,0,Shimane Ken,35.1833333333,132.4833333333
45003.0,47718.0,50015.0,52368.0,32204.0,益田市,0,0,Shimane Ken,34.6666666667,131.8333333333
172775.0,171938.0,143796.0,146307.0,32203.0,出雲市,0,0,Shimane Ken,35.3666666667,132.75
54592.0,58105.0,61713.0,63046.0,32202.0,浜田市,0,0,Shimane Ken,34.8833333333,132.0666666667
203616.0,206230.0,194258.0,196603.0,32201.0,松江市,0,0,Shimane Ken,35.4666666667,133.0333333333
2672.0,3004.0,3379.0,3643.0,31403.0,江府町,0,0,Tottori Ken,35.2666666667,133.4833333333
2907.0,3278.0,3745.0,4185.0,31402.0,日野町,0,0,Tottori Ken,35.24081,133.44275
4196.0,4765.0,5460.0,6112.0,31401.0,日南町,0,0,Tottori Ken,35.1666666667,133.3166666667
10696.0,11118.0,11621.0,12343.0,31390.0,伯耆町,0,0,Tottori Ken,35.3833333333,133.4
10323.0,10950.0,11536.0,12070.0,31389.0,南部町,0,0,Tottori Ken,35.34031,133.32667
15370.0,16470.0,17491.0,18897.0,31386.0,大山町,0,0,Tottori Ken,35.5,133.4833333333
3501.0,3439.0,3339.0,3073.0,31384.0,日吉津村,0,0,Tottori Ken,35.4333333333,133.3666666667
14228.0,14820.0,15442.0,16052.0,31372.0,北栄町,0,0,Tottori Ken,35.4833333333,133.75
16365.0,17416.0,18531.0,19499.0,31371.0,琴浦町,0,0,Tottori Ken,35.4833333333,133.6833333333
16055.0,16550.0,17029.0,17525.0,31370.0,湯梨浜町,0,0,Tottori Ken,35.4833333333,133.85
6060.0,6490.0,7015.0,7509.0,31364.0,三朝町,0,0,Tottori Ken,35.4,133.85
15937.0,16985.0,18427.0,19434.0,31329.0,八頭町,0,0,Tottori Ken,35.4,134.25
6427.0,7154.0,7718.0,8647.0,31328.0,智頭町,0,0,Tottori Ken,35.25,134.2166666667
2864.0,3269.0,3873.0,4378.0,31325.0,若桜町,0,0,Tottori Ken,35.3333333333,134.4
10799.0,11485.0,12362.0,13270.0,31302.0,岩美町,0,0,Tottori Ken,35.5666666667,134.3166666667
32740.0,34174.0,35259.0,36459.0,31204.0,境港市,0,0,Tottori Ken,35.5333333333,133.2166666667
46485.0,49044.0,50720.0,52592.0,31203.0,倉吉市,0,0,Tottori Ken,35.4166666667,133.8166666667
147317.0,149313.0,148271.0,149584.0,31202.0,米子市,0,0,Tottori Ken,35.4166666667,133.3166666667
188465.0,193717.0,197449.0,201740.0,31201.0,鳥取市,0,0,Tottori Ken,35.5,134.2333333333
14959.0,16558.0,18249.0,19931.0,30428.0,串本町,0,0,Wakayama Ken,33.4666666667,135.7666666667
404.0,446.0,486.0,570.0,30427.0,北山村,0,0,Wakayama Ken,33.9166666667,135.9666666667
2480.0,2826.0,3103.0,3426.0,30424.0,古座川町,0,0,Wakayama Ken,33.5166666667,135.8
2791.0,3087.0,3250.0,3506.0,30422.0,太地町,0,0,Wakayama Ken,33.5833333333,135.9333333333
14137.0,15682.0,17080.0,18185.0,30421.0,那智勝浦町,0,0,Wakayama Ken,33.6166666667,135.9333333333
3685.0,4127.0,4730.0,5293.0,30406.0,すさみ町,0,0,Wakayama Ken,33.55,135.4833333333
0.0,0.0,0.0,4436.0,30405.0,日置川町,1,0,Wakayama Ken,33.56789,135.43819
15236.0,14989.0,14807.0,14775.0,30404.0,上富田町,0,0,Wakayama Ken,33.6833333333,135.4166666667
20262.0,21533.0,22696.0,19206.0,30401.0,白浜町,0,0,Wakayama Ken,33.6666666667,135.3333333333
9219.0,9776.0,10509.0,11305.0,30392.0,日高川町,0,0,Wakayama Ken,33.9,135.1833333333
11818.0,12742.0,13470.0,14200.0,30391.0,みなべ町,0,0,Wakayama Ken,33.7666666667,135.3166666667
7720.0,8068.0,8606.0,9192.0,30390.0,印南町,0,0,Wakayama Ken,33.8166666667,135.2166666667
5364.0,5837.0,6508.0,7179.0,30383.0,由良町,0,0,Wakayama Ken,33.95,135.1166666667
7673.0,7641.0,7432.0,7344.0,30382.0,日高町,0,0,Wakayama Ken,33.92564,135.14106
6867.0,7480.0,8077.0,8462.0,30381.0,美浜町,0,0,Wakayama Ken,33.89372,135.13328
25258.0,26361.0,27162.0,0.0,30366.0,有田川町,0,1,Wakayama Ken,34.05,135.2
0.0,0.0,0.0,4616.0,30365.0,清水町,1,0,Wakayama Ken,34.08417,135.43133
0.0,0.0,0.0,9053.0,30364.0,金屋町,1,0,Wakayama Ken,34.0645,135.25394
0.0,0.0,0.0,14971.0,30363.0,吉備町,1,0,Wakayama Ken,34.0575,135.2161
6781.0,7224.0,7714.0,8071.0,30362.0,広川町,0,0,Wakayama Ken,34.03003,135.17294
11122.0,12200.0,13210.0,14742.0,30361.0,湯浅町,0,0,Wakayama Ken,34.0166666667,135.1666666667
2970.0,3352.0,3975.0,4632.0,30344.0,高野町,0,0,Wakayama Ken,34.2,135.5833333333
3856.0,4377.0,4963.0,5516.0,30343.0,九度山町,0,0,Wakayama Ken,34.2833333333,135.55
0.0,0.0,0.0,14600.0,30342.0,高野口町,1,0,Wakayama Ken,34.30661,135.55681
15967.0,16992.0,18230.0,19670.0,30341.0,かつらぎ町,0,0,Wakayama Ken,34.2833333333,135.5
0.0,0.0,0.0,50834.0,30326.0,岩出町,1,0,Wakayama Ken,34.25625,135.31133
0.0,0.0,0.0,20991.0,30325.0,貴志川町,1,0,Wakayama Ken,34.21828,135.31406
0.0,0.0,0.0,7879.0,30324.0,桃山町,1,0,Wakayama Ken,34.23922,135.35108
0.0,0.0,0.0,8347.0,30323.0,那賀町,1,0,Wakayama Ken,34.27236,135.43714
0.0,0.0,0.0,15594.0,30322.0,粉河町,1,0,Wakayama Ken,34.26997,135.40797
0.0,0.0,0.0,15051.0,30321.0,打田町,1,0,Wakayama Ken,34.26953,135.36258
8256.0,9206.0,10391.0,0.0,30304.0,紀美野町,0,1,Wakayama Ken,34.1666666667,135.3
0.0,0.0,0.0,3791.0,30303.0,美里町,1,0,Wakayama Ken,34.14981,135.35514
0.0,0.0,0.0,7852.0,30302.0,野上町,1,0,Wakayama Ken,34.16719,135.30758
53967.0,53452.0,52882.0,0.0,30209.0,岩出市,0,1,Wakayama Ken,34.25,135.3
58816.0,62616.0,65840.0,0.0,30208.0,紀の川市,0,1,Wakayama Ken,34.2666666667,135.35
27171.0,29331.0,31498.0,33790.0,30207.0,新宮市,0,0,Wakayama Ken,33.7166666667,135.9833333333
69870.0,74770.0,79119.0,82499.0,30206.0,田辺市,0,0,Wakayama Ken,33.7166666667,135.3666666667
23481.0,24801.0,26111.0,27053.0,30205.0,御坊市,0,0,Wakayama Ken,33.8833333333,135.15
26538.0,28470.0,30592.0,32143.0,30204.0,有田市,0,0,Wakayama Ken,34.0666666667,135.1166666667
60818.0,63621.0,66361.0,53929.0,30203.0,橋本市,0,0,Wakayama Ken,34.3,135.6
48369.0,51860.0,54783.0,57744.0,30202.0,海南市,0,0,Wakayama Ken,34.15,135.2
356729.0,364154.0,370364.0,375591.0,30201.0,和歌山市,0,0,Wakayama Ken,34.2166666667,135.1666666667
1502.0,1745.0,2143.0,2608.0,29453.0,東吉野村,0,0,Nara Ken,34.4,135.9666666667
1156.0,1313.0,1643.0,2045.0,29452.0,川上村,0,0,Nara Ken,34.33822,135.95431
444.0,512.0,683.0,802.0,29451.0,上北山村,0,0,Nara Ken,34.1333333333,136.0
753.0,895.0,1039.0,1212.0,29450.0,下北山村,0,0,Nara Ken,34.0,135.95
3061.0,3508.0,4107.0,4390.0,29449.0,十津川村,0,0,Nara Ken,33.9833333333,135.7833333333
357.0,449.0,524.0,743.0,29447.0,野迫川村,0,0,Nara Ken,34.15,135.6166666667
1176.0,1354.0,1572.0,1800.0,29446.0,天川村,0,0,Nara Ken,34.2333333333,135.85
623.0,660.0,840.0,1076.0,29444.0,黒滝村,0,0,Nara Ken,34.3,135.85
5037.0,5664.0,7020.0,7737.0,29443.0,下市町,0,0,Nara Ken,34.35,135.7833333333
16728.0,18069.0,19176.0,20070.0,29442.0,大淀町,0,0,Nara Ken,34.3833333333,135.7833333333
6229.0,7399.0,8642.0,9984.0,29441.0,吉野町,0,0,Nara Ken,34.3833333333,135.85
17018.0,17941.0,18531.0,19446.0,29427.0,河合町,0,0,Nara Ken,34.5666666667,135.7333333333
33810.0,33487.0,33070.0,32810.0,29426.0,広陵町,0,0,Nara Ken,34.5333333333,135.75
24043.0,23025.0,22182.0,22751.0,29425.0,王寺町,0,0,Nara Ken,34.5833333333,135.7
21714.0,22054.0,23728.0,24953.0,29424.0,上牧町,0,0,Nara Ken,34.55,135.7166666667
5179.0,5523.0,5856.0,6343.0,29402.0,明日香村,0,0,Nara Ken,34.4666666667,135.8166666667
6729.0,7195.0,7657.0,7914.0,29401.0,高取町,0,0,Nara Ken,34.4333333333,135.7833333333
1479.0,1759.0,2102.0,2366.0,29386.0,御杖村,0,0,Nara Ken,34.4833333333,136.15
1295.0,1549.0,1895.0,2193.0,29385.0,曽爾村,0,0,Nara Ken,34.5,136.1166666667
0.0,0.0,0.0,5786.0,29384.0,室生村,1,0,Nara Ken,34.56447,136.01594
0.0,0.0,0.0,18549.0,29383.0,榛原町,1,0,Nara Ken,34.52808,135.95231
0.0,0.0,0.0,4623.0,29382.0,菟田野町,1,0,Nara Ken,34.47292,135.97894
0.0,0.0,0.0,8225.0,29381.0,大宇陀町,1,0,Nara Ken,34.47889,135.92811
31177.0,31691.0,32121.0,33029.0,29363.0,田原本町,0,0,Nara Ken,34.55,135.7833333333
6439.0,6836.0,7440.0,7764.0,29362.0,三宅町,0,0,Nara Ken,34.5666666667,135.7666666667
8167.0,8485.0,8653.0,9174.0,29361.0,川西町,0,0,Nara Ken,34.58436,135.77406
7225.0,7443.0,7929.0,8257.0,29345.0,安堵町,0,0,Nara Ken,34.6,135.75
27587.0,27303.0,27734.0,27816.0,29344.0,斑鳩町,0,0,Nara Ken,34.6,135.7166666667
23219.0,23571.0,23440.0,23062.0,29343.0,三郷町,0,0,Nara Ken,34.6,135.6833333333
18009.0,18883.0,19727.0,20286.0,29342.0,平群町,0,0,Nara Ken,34.6166666667,135.7
3226.0,3674.0,4107.0,4595.0,29322.0,山添村,0,0,Nara Ken,34.6666666667,136.0333333333
28121.0,31105.0,34227.0,0.0,29212.0,宇陀市,0,1,Nara Ken,34.5166666667,135.95
36832.0,36635.0,35859.0,34985.0,29211.0,葛城市,0,0,Nara Ken,34.4833333333,135.7166666667
78113.0,77561.0,75227.0,70998.0,29210.0,香芝市,0,0,Nara Ken,34.5333333333,135.6833333333
116675.0,118233.0,118113.0,113686.0,29209.0,生駒市,0,0,Nara Ken,34.6833333333,135.7
24096.0,26868.0,30287.0,32273.0,29208.0,御所市,0,0,Nara Ken,34.45,135.7333333333
27927.0,30997.0,34460.0,37375.0,29207.0,五條市,0,0,Nara Ken,34.35,135.6833333333
54857.0,57244.0,60146.0,61130.0,29206.0,桜井市,0,0,Nara Ken,34.5166666667,135.8333333333
120922.0,124111.0,125605.0,124728.0,29205.0,橿原市,0,0,Nara Ken,34.5,135.7833333333
63889.0,67398.0,69178.0,71152.0,29204.0,天理市,0,0,Nara Ken,34.5833333333,135.8333333333
83285.0,87050.0,89023.0,91672.0,29203.0,大和郡山市,0,0,Nara Ken,34.6333333333,135.7666666667
61744.0,64817.0,68451.0,70800.0,29202.0,大和高田市,0,0,Nara Ken,34.5,135.7333333333
354630.0,360310.0,366591.0,370102.0,29201.0,奈良市,0,0,Nara Ken,34.6833333333,135.8
0.0,0.0,0.0,11101.0,28685.0,五色町,1,0,Hyōgo Ken,34.41308,134.78433
13318.0,14819.0,16004.0,17467.0,28586.0,新温泉町,0,0,Hyōgo Ken,35.6166666667,134.4333333333
16064.0,18070.0,19696.0,21439.0,28585.0,香美町,0,0,Hyōgo Ken,35.6333333333,134.6166666667
0.0,0.0,0.0,5650.0,28522.0,安富町,1,0,Hyōgo Ken,34.98575,134.59558
15863.0,17510.0,19265.0,21012.0,28501.0,佐用町,0,0,Hyōgo Ken,35.0,134.35
13879.0,15224.0,16636.0,17603.0,28481.0,上郡町,0,0,Hyōgo Ken,34.8666666667,134.35
33477.0,33690.0,33438.0,32555.0,28464.0,太子町,0,0,Hyōgo Ken,34.83328,135.57242
10616.0,11452.0,12289.0,0.0,28446.0,神河町,0,1,Hyōgo Ken,35.05,134.7333333333
0.0,0.0,0.0,5043.0,28445.0,大河内町,1,0,Hyōgo Ken,35.06425,134.73986
0.0,0.0,0.0,19326.0,28444.0,香寺町,1,0,Hyōgo Ken,34.91031,134.73767
19377.0,19738.0,19830.0,20669.0,28443.0,福崎町,0,0,Hyōgo Ken,34.95,134.75
11231.0,12300.0,13288.0,14150.0,28442.0,市川町,0,0,Hyōgo Ken,34.9833333333,134.75
0.0,0.0,0.0,8034.0,28441.0,神崎町,1,0,Hyōgo Ken,35.07047,134.77964
0.0,0.0,0.0,21228.0,28422.0,夢前町,1,0,Hyōgo Ken,34.97303,134.68486
0.0,0.0,0.0,7724.0,28421.0,家島町,1,0,Hyōgo Ken,34.67561,134.53203
33604.0,33739.0,33183.0,33545.0,28382.0,播磨町,0,0,Hyōgo Ken,34.7,134.8666666667
30268.0,31020.0,31026.0,31944.0,28381.0,稲美町,0,0,Hyōgo Ken,34.7333333333,134.9
19261.0,21200.0,23104.0,0.0,28365.0,多可町,0,1,Hyōgo Ken,35.05,134.9166666667
0.0,0.0,0.0,5844.0,28363.0,八千代町,1,0,Hyōgo Ken,35.00544,134.90689
0.0,0.0,0.0,7204.0,28362.0,加美町,1,0,Hyōgo Ken,35.10256,134.90047
0.0,0.0,0.0,11256.0,28361.0,中町,1,0,Hyōgo Ken,35.05031,134.92336
0.0,0.0,0.0,7271.0,28343.0,東条町,1,0,Hyōgo Ken,34.90672,135.0655
0.0,0.0,0.0,11967.0,28342.0,滝野町,1,0,Hyōgo Ken,34.93778,134.94511
0.0,0.0,0.0,20732.0,28341.0,社町,1,0,Hyōgo Ken,34.91736,134.97333
0.0,0.0,0.0,9274.0,28321.0,吉川町,1,0,Hyōgo Ken,34.886408,135.124211
29680.0,30838.0,31739.0,30021.0,28301.0,猪名川町,0,0,Hyōgo Ken,34.8833333333,135.3666666667
74316.0,77419.0,80518.0,81561.0,28229.0,たつの市,0,0,Hyōgo Ken,34.85,134.5333333333
40645.0,40310.0,40181.0,0.0,28228.0,加東市,0,1,Hyōgo Ken,34.9166666667,134.9666666667
34819.0,37773.0,40938.0,43302.0,28227.0,宍粟市,0,0,Hyōgo Ken,35.0,134.5333333333
41967.0,43977.0,46459.0,49078.0,28226.0,淡路市,0,0,Hyōgo Ken,34.4333333333,134.9
28989.0,30805.0,32814.0,34791.0,28225.0,朝来市,0,0,Hyōgo Ken,35.3333333333,134.85
44137.0,46912.0,49834.0,52283.0,28224.0,南あわじ市,0,0,Hyōgo Ken,34.2833333333,134.7666666667
61471.0,64660.0,67757.0,70810.0,28223.0,丹波市,0,0,Hyōgo Ken,35.1666666667,135.0333333333
22129.0,24288.0,26501.0,28306.0,28222.0,養父市,0,0,Hyōgo Ken,35.4,134.7666666667
39611.0,41490.0,43263.0,45245.0,28221.0,篠山市,0,0,Hyōgo Ken,35.0666666667,135.2166666667
42700.0,44313.0,47993.0,49396.0,28220.0,加西市,0,0,Hyōgo Ken,34.9166666667,134.8333333333
109238.0,112691.0,114216.0,113572.0,28219.0,三田市,0,0,Hyōgo Ken,34.8833333333,135.2166666667
47562.0,48580.0,49680.0,49761.0,28218.0,小野市,0,0,Hyōgo Ken,34.85,134.9166666667
152321.0,156375.0,156423.0,157668.0,28217.0,川西市,0,0,Hyōgo Ken,34.8166666667,135.4166666667
87722.0,91030.0,93901.0,94813.0,28216.0,高砂市,0,0,Hyōgo Ken,34.75,134.7833333333
75294.0,77178.0,81009.0,75087.0,28215.0,三木市,0,0,Hyōgo Ken,34.7833333333,134.9833333333
226432.0,224903.0,225700.0,219862.0,28214.0,宝塚市,0,0,Hyōgo Ken,34.81139,135.34056
38673.0,40866.0,42802.0,43953.0,28213.0,西脇市,0,0,Hyōgo Ken,34.9833333333,134.9666666667
45892.0,48567.0,50523.0,51794.0,28212.0,赤穂市,0,0,Hyōgo Ken,34.75,134.3833333333
260878.0,267435.0,266937.0,267100.0,28210.0,加古川市,0,0,Hyōgo Ken,34.75,134.8333333333
77489.0,82250.0,85592.0,89208.0,28209.0,豊岡市,0,0,Hyōgo Ken,35.5333333333,134.8166666667
28355.0,30129.0,31158.0,32475.0,28208.0,相生市,0,0,Hyōgo Ken,34.8,134.4666666667
198138.0,196883.0,196127.0,192250.0,28207.0,伊丹市,0,0,Hyōgo Ken,34.7833333333,135.4
93922.0,95350.0,93238.0,90590.0,28206.0,芦屋市,0,0,Hyōgo Ken,34.7166666667,135.3
41236.0,44258.0,47254.0,38929.0,28205.0,洲本市,0,0,Hyōgo Ken,34.3333333333,134.8833333333
485587.0,487850.0,482640.0,465337.0,28204.0,西宮市,0,0,Hyōgo Ken,34.7333333333,135.3333333333
303601.0,293409.0,290959.0,291027.0,28203.0,明石市,0,0,Hyōgo Ken,34.6333333333,134.9833333333
459593.0,452563.0,453748.0,462647.0,28202.0,尼崎市,0,0,Hyōgo Ken,34.7333333333,135.4
530495.0,535664.0,536270.0,482304.0,28201.0,姫路市,0,0,Hyōgo Ken,34.8,134.6833333333
1525152.0,1537272.0,1544200.0,1525393.0,28100.0,神戸市,0,0,Hyōgo Ken,34.6833333333,135.1833333333
4909.0,5378.0,6015.0,6538.0,27383.0,千早赤阪村,0,0,Osaka Fu,34.45,135.6166666667
15697.0,16126.0,17040.0,17545.0,27382.0,河南町,0,0,Osaka Fu,34.4833333333,135.6166666667
13009.0,13748.0,14220.0,14483.0,27381.0,太子町,0,0,Osaka Fu,34.5166666667,135.6333333333
14741.0,15938.0,17504.0,18504.0,27366.0,岬町,0,0,Osaka Fu,34.3166666667,135.1333333333
8434.0,8417.0,8085.0,7240.0,27362.0,田尻町,0,0,Osaka Fu,34.39378,135.29117
43763.0,44435.0,45069.0,44505.0,27361.0,熊取町,0,0,Osaka Fu,34.4,135.35
16567.0,17298.0,18149.0,17586.0,27341.0,忠岡町,0,0,Osaka Fu,34.4833333333,135.4
9079.0,10256.0,11650.0,12897.0,27322.0,能勢町,0,0,Osaka Fu,34.9666666667,135.4
18279.0,19934.0,21989.0,23928.0,27321.0,豊能町,0,0,Osaka Fu,34.9166666667,135.4833333333
30927.0,29983.0,28935.0,29052.0,27301.0,島本町,0,0,Osaka Fu,34.8833333333,135.65
51254.0,54276.0,56646.0,57616.0,27232.0,阪南市,0,0,Osaka Fu,34.35,135.2333333333
58435.0,57792.0,58227.0,58208.0,27231.0,大阪狭山市,0,0,Osaka Fu,34.5,135.55
75033.0,76435.0,77686.0,77644.0,27230.0,交野市,0,0,Osaka Fu,34.7833333333,135.6666666667
55177.0,56075.0,57554.0,57342.0,27229.0,四條畷市,0,0,Osaka Fu,34.7333333333,135.6333333333
60102.0,62438.0,64403.0,64683.0,27228.0,泉南市,0,0,Osaka Fu,34.35,135.2666666667
